_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1763,172636560,18029143,99,2018-02-15T01:33:00,"2300 Block Atmore St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,AIDED CASE,9497 Aided Case,2704,,,-80.0302248412178,40.4624677522504
1764,172647647,18028781,27,2018-02-14T13:00:00,"Sarah St & S 26th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1609,,,-79.9688007019186,40.4265789813227
1765,172657793,18029358,27,2018-02-15T10:20:00,"2000 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,,,-79.9835782464872,40.4509763592085
1766,-3123001614,18029538,5,2018-02-15T14:00:00,"200 Block Chesterfield Rd Pittsburgh, PA 15213",N,West Oakland,4,BURGLARY,3502 Burglary.,402,,,-79.9627935390989,40.4403979577429
1767,173654952,18040321,10,2018-03-02T12:45:00,"7400 Block Tioga St Pittsburgh, PA 15208",Y,Homewood South,5,HARRASSMENT,2709 Harassment (Non-Specific),1303,,,-79.8947785166769,40.4530789320673
1768,173656503,18040352,18,2018-03-02T21:16:00,"Penn Ave & N Braddock Ave Pittsburgh, PA 15221",Y,Point Breeze North,4,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 4524 Windshield Obstructions and Wipers. / 4524 Windshield Obstructions and Wipers.,1405,,,-79.8951617018695,40.4471326898069
1769,173658461,18040429,18,2018-03-03T00:18:00,"Hermitage St & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood North,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4502 General Requirements for Braking Systems.,1302,,,-79.8952113479987,40.4601928534876
1770,173659341,18040426,0,2018-03-02T23:56:00,"200 Block Chapin St Pittsburgh, PA 15214",N,Summer Hill,1,99,9999 9999 - (Misc. Incident): ,2612,,,-80.008029121779,40.4886945950232
1771,173664383,18040593,21,2018-03-03T05:10:00,"S 18th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment,1702,,,-79.9805619635861,40.4287585875314
1772,173667317,18040619,27,2018-03-03T07:00:00,"1300 Block Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1918,,,-80.0141712819214,40.3880876788596
1773,173669386,18040645,0,2018-03-03T09:03:00,"1500 Block Westfield St Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): ,1916,,,-80.0193069968735,40.4119422261484
1774,173673283,18040709,6,2018-03-03T11:30:00,"900 Block Maryland Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,706,,,-79.9283568129454,40.4518311414368
1775,173674629,18040739,14,2018-03-03T12:51:00,"Davis Row Pittsburgh, PA 15212",N,Marshall-Shadeland,1,CRIM MISCHIEF,3304 Criminal Mischief.,2715,,,-80.026106939876,40.4817807836087
1776,-2848118978,18040766,99,2018-03-03T14:39:00,"2800 Block Frederick St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AIDED CASE,9497 Aided Case,2715,,,-80.0296570868225,40.4699590592525
1777,173677324,18040806,99,2018-03-03T14:52:00,"300 Block Winders St Pittsburgh, PA 15207",Y,Hazelwood,4,MENTAL 201/302,9498 302 (Mental),1501,,,-79.9432255341707,40.4191014309462
1778,173680537,18040835,10,2018-03-02T23:30:00,"1800 Block Bedford Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,HARRASSMENT,2709(a) Harassment.,305,,,-79.9854011113759,40.4451782089833
1779,173682002,18040842,18,2018-03-03T16:10:00,"100 Block Santron Ave Pittsburgh, PA 15210",Y,Carrick,3,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,2904,,,-79.9875900779925,40.3904893442629
1780,172888146,18032578,10,2018-02-20T01:20:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,SIMPLE ASSAULT,2705 Recklessly Endangering Another Person. / 2701 Simple Assault.,509,,,-79.9738073930334,40.4509342567152
1781,-2983004029,18032772,27,2018-02-20T09:00:00,"1600 Block W Carson St Pittsburgh, PA 15219",N,South Shore,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1921,,,-80.0213495518695,40.4421315794897
1782,172936872,18032937,99,2018-02-20T13:17:00,"2500 Block Liberty Ave Pittsburgh, PA 15222",N,Strip District,2,MENTAL 201/302,9498 302 (Mental),203,,,-79.9808543262386,40.4517017044651
1783,172938545,18031277,4,2018-02-17T23:21:00,"2000 Block Centre Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,3,AGG-ASSAULT,2702 Aggravated Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304 Criminal Mischief. / 2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct,1809,,,-79.9799790972965,40.4435809421476
1784,172940042,18032918,0,2018-02-20T13:39:00,"Silver Lake Dr & Washington Blvd Pittsburgh, PA 15206",N,Homewood West,5,99,9999 9999 - (Misc. Incident): ,1207,,,-79.9055953775547,40.462259475848
1785,172951495,18033043,6,2018-02-20T16:18:00,"500 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,,,-80.0034770507499,40.4412345717059
1786,172957642,18033154,0,2018-02-20T18:53:00,"6th Ave & Wood St Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,,,-79.9994983482991,40.4420996101751
1787,174239948,18047074,14,2018-03-13T12:20:00,"6200 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1115,,,-79.9227167898028,40.460594319901
1788,174310995,18043159,21,2018-03-07T08:39:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Lincoln-Lemington-Belmar,5,DUI - DRUG - IMPAIRED ABILITY,3802(d)(2) DUI - Drug - Impaired Ability / 1786 Required Financial Responsibility. / 1501 Drivers Required to be Licensed. / 3714 Careless Driving / 1301 Registration and Certificate of Title Required.,1201,,,-79.9963009852286,40.4346965877756
1789,174316620,18047667,6,2018-03-13T06:15:00,"1400 Block Woodbourne Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,1918,,,-80.0142279692597,40.3869832507503
1790,174318237,18047686,10,2018-03-12T15:45:00,"W North Ave & Arch St Pittsburgh, PA 15212",N,Allegheny Center,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2204,,,-80.0086279654802,40.4550908281288
1791,174322841,18047728,99,2018-03-13T22:45:00,"Hobart St & Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,LOST PROPERTY,9504 Lost Property,1408,,,-79.9229535923357,40.4337286970696
1792,174324031,18047698,6,2018-03-14T08:30:00,"6000 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,,,-79.9243532916747,40.4624270618663
1793,174325975,18047770,6,2018-03-14T12:45:00,"8000 Block Bennett St Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1306,,,-79.8841157445562,40.4539246192304
1794,174338133,18047799,6,2018-03-14T14:15:00,"5300 Block Bartlett St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1413,,,-79.936396583768,40.4328028773415
1795,174344539,18047915,26,2018-03-14T00:01:00,"5200 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1515,,,-79.9431826595046,40.4059346551533
1796,173044560,18033815,6,2018-02-21T16:37:00,"300 Block Waterfront Dr Pittsburgh, PA 15222",N,Troy Hill,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2406,,,-79.976247830411,40.4668534906641
1797,173047599,18033853,14,2018-02-21T17:18:00,"300 Block Waterfront Dr Pittsburgh, PA 15222",N,Troy Hill,1,CRIM MISCHIEF,3304 Criminal Mischief.,2406,,,-79.976247830411,40.4668534906641
1798,173050021,18033794,27,2018-02-21T16:04:00,"Pa Rt 28 Ramp S Pittsburgh, PA 15212",N,Manchester,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2107,,,0.0,0.0
1799,173058912,18032970,27,2018-02-20T15:17:00,"Penn Ave & N Homewood Ave Pittsburgh, PA 15208",N,Point Breeze North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1405,,,-79.9013163506374,40.4491812996438
1800,173059273,18033847,6,2018-02-21T16:00:00,"Blvd Of The Allies & Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,201,,,-80.0001799002121,40.437778047215
1801,173060864,18033736,6,2018-02-20T14:35:00,"600 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,,,-80.0016204506435,40.4417729848127
1802,173067832,18034094,6,2018-02-22T00:04:00,"100 Block Reifert St Pittsburgh, PA 15210",N,Bon Air,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 5506 Loitering and Prowling at Night,1806,,,-79.9981220572923,40.4090732650017
1803,173106732,18034259,99,2018-02-22T08:18:00,"100 Block 7th St Pittsburgh, PA 15222",N,Central Business District,2,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,201,,,-80.0009934753331,40.444136782158
1804,173116257,18034372,6,2018-02-22T11:00:00,"6th St & Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,,,-80.0017943960784,40.4419237797842
1805,173127427,18034518,99,2018-02-22T15:57:00,"6100 Block Station St Pittsburgh, PA 15206",N,East Hills,5,FOUND PROPERTY,9489 Found Property,1306,,,-79.922355813651,40.4631914997273
1806,174282136,18047396,11,2018-03-13T00:01:00,"3300 Block Penn Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,CREDIT CARDS,4106 Access Device Fraud,603,,,-79.9687030298069,40.4615591893592
1807,174282522,18047268,99,2018-03-13T17:04:00,"1700 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,MENTAL 201/302,9498 302 (Mental),2901,,,-79.9877160039142,40.3976357584862
1808,174291175,18047361,6,2018-03-13T19:47:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2304,,,-80.0008438918365,40.4508927214405
1809,174290012,18047403,18,2018-03-13T20:15:00,"Saw Mill Run Blvd & Steuben St Pittsburgh, PA 15220",Y,West End,6,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,2019,,,-80.0294279930257,40.4440970248396
1810,174295702,18047545,10,2018-03-14T04:00:00,"300 Block Zara St Pittsburgh, PA 15210",N,Knoxville,3,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",3001,,,-79.9931132997253,40.41572406216
1811,174298691,18047547,10,2018-03-14T04:50:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,,,-79.9963009852286,40.4346965877756
1812,174315727,18047605,99,2018-03-14T08:00:00,"3000 Block Liberty Ave Pittsburgh, PA 15201",N,Polish Hill,2,FOUND PROPERTY,9489 Found Property,605,,,-79.9717735474098,40.4578398039496
1813,174321867,18047715,27,2018-03-14T12:30:00,"Lorenz Ave & Steuben St Pittsburgh, PA 15220",N,Elliott,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2020,,,-80.0424098138105,40.4427748224213
1814,174326297,18047742,4,2018-03-14T12:05:00,"200 Block S Negley Ave Pittsburgh, PA 15206",Y,East Liberty,5,AGG-ASSAULT,2702 Aggravated Assault. / 13(a)(31) Marijuana: Possession Small Amount,1115,,,-79.9301223565353,40.4645638945659
1815,172658293,18029379,18,2018-02-15T10:51:00,"300 Block 6th Ave Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 5505 Public Drunkenness,201,,,-79.9994517535611,40.4416507426504
1816,172665811,18029362,99,2018-02-15T10:37:00,"30 Block Meritt Ave Pittsburgh, PA 15227",Y,Carrick,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2904,,,-79.9788600005409,40.3837659319982
1817,172669171,18029464,11,2018-02-15T13:30:00,"300 Block S Graham St Pittsburgh, PA 15232",N,Friendship,5,CREDIT CARDS,4106 Access Device Fraud / 4120 Identity Theft,807,,,-79.9337821243563,40.4668822788157
1818,172699086,18029569,10,2018-02-15T16:01:00,"800 Block Cassat Way Pittsburgh, PA 15219",Y,Crawford-Roberts,2,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,305,,,-79.9851660008687,40.4457811638009
1819,172700173,18029641,27,2018-02-15T18:12:00,"5000 Block Baum Blvd Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,804,,,-79.9444774874177,40.4548850186014
1820,172711163,18029772,29,2018-02-15T21:45:00,"7200 Block Upland St Pittsburgh, PA 15206",N,Homewood North,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1301,,,-79.8945451219376,40.4617781132546
1821,172713664,18029854,0,2018-02-16T00:18:00,"3800 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2701,,,-80.0356927834497,40.4845500693468
1822,174093787,18045113,27,2018-03-09T16:00:00,"300 Block Ophelia St Pittsburgh, PA 15213",N,South Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,409,,,-79.9632742781312,40.4349395946016
1823,174093973,18045132,6,2018-03-10T10:20:00,"100 Block Forbes Ave Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 9501 Bench Warrant,201,,,-80.0039460682503,40.4406971199481
1824,174094925,18045148,6,2018-03-10T11:01:00,"300 Block Orwell Way Pittsburgh, PA 15224",N,Bloomfield,5,THEFT FROM AUTO,3934 Theft from Vehicle,802,,,-79.9516078793543,40.462428993627
1825,174098344,18045293,11,2018-03-10T15:00:00,"3500 Block Elmhurst Ave Pittsburgh, PA 15212",N,Brighton Heights,1,CREDIT CARDS,4106 Access Device Fraud,2701,,,-80.0443636634363,40.4805637816435
1826,174112442,18045555,0,2018-03-10T23:20:00,"300 Block Station Square Dr W Pittsburgh, PA 15219",Y,South Shore,3,99,2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1921,,,-80.0062571936172,40.4344403497354
1827,174123450,18045729,99,2018-03-11T06:16:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,,,-79.9974055086456,40.44152525429
1828,174137610,18045931,18,2018-03-11T15:46:00,"1900 Block Bedford Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 3802(d)(2) DUI - Drug - Impaired Ability,305,,,-79.9832247696392,40.4460949571318
1829,174139831,18046097,6,2018-03-08T23:59:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1405,,,-79.8927981107979,40.4496466570257
1830,172701955,18029680,0,2018-02-15T19:25:00,"1300 Block Lettie Hill St Pittsburgh, PA 15226",Y,Strip District,6,99,9999 9999 - (Misc. Incident): ,203,,,-80.0170753380978,40.4141155526469
1831,172702901,18029693,0,2018-02-15T19:45:00,"1600 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,99,9999 9999 - (Misc. Incident): ,2902,,,-79.9891468675785,40.3997982824868
1832,172703022,18029627,27,2018-02-15T17:55:00,"17th St & Penn Ave Pittsburgh, PA 15222",Y,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,,,-79.98607299284,40.4497095031189
1833,172742651,18030180,10,2018-02-16T11:44:00,"2200 Block Mc Monagle Ave Pittsburgh, PA 15216",N,Banksville,6,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats.,2023,,,-80.0447061809922,40.3998470885537
1834,172743886,18030247,6,2018-02-16T13:30:00,"900 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,,,-79.9979365205526,40.4428881131908
1835,172750427,18030315,6,2018-02-15T21:00:00,"1000 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2107,,,-80.0197957525676,40.4541033184564
1836,173684049,18040899,0,2018-03-03T17:38:00,"1900 Block 5th Ave Pittsburgh, PA 15219",Y,Bluff,2,99,3503(b.1) Criminal Trespass - Simple Trespasser,103,,,-79.979393201936,40.438245622642
1837,173685582,18040963,0,2018-03-03T19:48:00,"East Liberty Blvd & Penn Ave Pittsburgh, PA 15206",N,Shadyside,4,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,708,,,-79.9174120094484,40.4574811569597
1838,173689520,18040995,99,2018-03-03T20:08:00,"3300 Block Iowa St Pittsburgh, PA 15219",N,Upper Hill,2,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,506,,,-79.9569397340156,40.4514427803174
1839,173701642,18041341,27,2018-03-04T10:30:00,"4700 Block Aloe St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,802,,,-79.9498348524538,40.4588908222444
1840,173705211,18041389,29,2018-03-04T14:00:00,"200 Block Watson Blvd Pittsburgh, PA 15214",N,Perry North,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2607,,,-80.0102316616086,40.4834426991564
1841,173705499,18041402,26,2018-02-27T02:35:00,"700 Block Mercer St Pittsburgh, PA 15219",N,Crawford-Roberts,2,CRIMINAL TRESPASS,3503 Criminal Trespass,305,,,-79.9872915237753,40.4444287587868
1842,173714094,18041601,0,2018-03-04T21:15:00,"2300 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,,,-79.9855198585981,40.3890493090599
1843,173736489,18041848,5,2018-03-05T09:25:00,"1100 Block Langtry St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,BURGLARY,3502 Burglary.,2715,,,-80.0281867719074,40.4774215879148
1844,173739066,18038530,26,2018-02-28T12:00:00,"4800 Block Baum Blvd Pittsburgh, PA 15213",Y,Bloomfield,5,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,804,,,-79.9473928260019,40.4540951137022
1845,-3190000931,18033196,6,2018-02-20T19:40:00,"500 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 2701 Simple Assault.",201,,,-80.0034770507499,40.4412345717059
1846,172958649,18033093,23,2018-02-20T17:34:00,"800 Block Bingham St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness,1702,,,-79.991018259956,40.429340054827
1847,172966731,18033322,4,2018-02-21T01:45:00,"1000 Block Memory Ln Pittsburgh, PA 15219",Y,Bedford Dwellings,2,AGG-ASSAULT,2702 Aggravated Assault.,509,,,-79.9796074113431,40.449539215063
1848,172996251,18033557,0,2018-02-21T10:13:00,"400 Block Susimon St Pittsburgh, PA 15212",Y,East Allegheny,1,99,9998 Overdose Other,2304,,,-80.0016611284887,40.4550346060344
1849,-3123001803,18033600,0,2018-02-21T11:30:00,"7300 Block Church St Swissvale, PA 15218",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-79.8924604663303,40.4211748972404
1850,173011086,18033637,6,2018-02-14T18:00:00,"2600 Block West Liberty Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,,,-79.9766745136255,40.4543628706854
1851,173017932,18033609,6,2018-02-14T11:00:00,"2600 Block West Liberty Ave Pittsburgh, PA 15216",Y,Beechview,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1920,,,-79.9766745136255,40.4543628706854
1852,173018501,18033660,6,2018-02-21T09:00:00,"400 Block E Warrington Ave Pittsburgh, PA 15210",N,Beltzhoover,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1809,,,-80.0000747480492,40.4207311227964
1853,173021654,18033616,6,2018-02-14T11:00:00,"2600 Block West Liberty Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1920,,,-79.9766745136255,40.4543628706854
1854,174358529,18048075,99,2018-03-14T21:00:00,"2800 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),509,,,-79.9692541822294,40.4518591274906
