id,title,authors,ISBN13,pages,publisher,publishedYear,publishedMonth,publishedDay
2474,Handbook Of Database Management And Distributed Relational Databases,Dimitris N. Chorafas,9780830632534,706,Tab Books,1989,8,1
2475,Database Management Systems: Understanding and Applying Database Technology,Michael M. Gorman,9780894353239,454,QED Information Sciences,1991,1,1
2476,Databases & Database Management (Crucial Study Computing Degree),Juliet Holmes,9781904995456,,,,,
2477,Database Management Systems: Understanding and Applying Database Technology,"Michael M. Gordon,Michael M. Gordon",9780471565383,454,John Wiley & Sons,1991,1,1
2478,Demystifying Databases: A Hands-On Guide to Database Management,Shiva Sukula,9788170005346,296,Ess Ess Publication,2008,10,1
2479,"Data Models, Database Languages and Database Management Systems",Gottfried Vossen,9780201416046,590,Addison Wesley Publishing Company,1991,1,1
2480,The Database Application Book Using the MySQL Database System,Narain Gehani,9780929306438,293,Silicon Press,,,
2481,"MCAD/MCSE/MCDBA Self-Paced Training Kit: Microsoft SQL Server 2000 Database Design and Implementation, Exam 70-229: Microsoft SQL Server 2000 Database Design and Implementation, Exam 70-229",Microsoft Corporation,9780735619609,880,Microsoft Press,2003,6,7
2482,Next Generation Databases: Nosqland Big Data,Guy Harrison,9781484213308,235,Apress,2015,12,26
2483,Professional SQL Server 2000 Database Design,Louis Davidson,9781861004765,607,Wrox Press,2001,3,29
2484,Databases and Transaction Processing: An Application-Oriented Approach,"Arthur Bernstein,Michael Kifer",9780321185570,0,Addison Wesley Publishing Company,2012,12,12
2485,Beginning ASP.NET 2.0 Databases: From Novice to Professional,Damien Foggon,9781590595770,625,Apress,2006,5,30
2486,"Database Design, Application Development, And Administration",Michael V Mannino,9780071107013,712,Irwin/McGraw-Hill,2007,6,1
2487,Object-Oriented Modeling and Design for Database Applications,"Michael R. Blaha,William Premerlani",9780131238299,484,Pearson,1997,7,27
2488,Concise Guide to Databases: A Practical Introduction,"Peter Lake,Paul Crowther",9781447156000,307,Springer,2013,12,5
2489,Professional Visual Basic 6 Databases,Charles   Williams,9781861002020,883,Wrox Press,1999,6,30
2490,"Fuzzy Databases: Modeling, Design, And Implementation",Jose Galindo,9781591403241,320,IGI Global,2005,10,31
2491,Database Design And Programming For Db2/400,Paul Conte,9781882419067,772,29th Street Press,1998,1,1
2492,Glossary of Morpho-Syntactic Database Terminology,Michael S. Heiser,,,,2005,,
2493,"Database Systems: Design, Implementation, And Management",Peter Rob,9780619160333,,,,,
2494,DB2 9 for z/OS Database Administration: Certification Study Guide,"Susan Lawson,Daniel Luksetich",9781583470749,785,Mc Press,2008,1,1
2495,"Relational Database Writings, 1991 1994",C.J. Date,9780201824599,542,Addison-Wesley Professional,1995,1,16
2496,Beginning C# 2005 Databases: From Novice to Professional,"James Huddleston,Syed Fahad Gilani,Ranga Raghuram",9781590597774,500,Apress,2007,1,1
2497,SQL Antipatterns: Avoiding the Pitfalls of Database Programming (Pragmatic Programmers),Bill Karwin,,328,Pragmatic Bookshelf,2010,6,25
2498,The New Direct Marketing: How to Implement a Profit-Driven Database Marketing Strategy,Rajeev Batra,9780070580565,,McGraw-Hill,1999,3,31
2499,Managing & Using MySQL: Open Source SQL Databases for Managing Information & Web Sites,"Tim King,George Reese,Randy Yarger,Hugh E. Williams",9780596002114,444,O'Reilly Media,2002,4,30
2500,Databases,Jan Paredaens,9780125449625,,Academic Press,,,
2501,Database,Malcolm Atkinson,9780080285610,623,Pergamon,1981,12,1
2502,The Database,Lawrence Frederick,,,Smashwords Edition,2013,11,1
2503,Databases,Jay Lincoln,,,,2014,11,10
2504,Databases,"Wee Siong Ng,Beng Chin Ooi,Aris Ouksel,Claudio Sartori",9783540318385,,Springer Verlag Berlin Heidelberg,2005,1,1
2505,The Complete Database Marketer: Second Generation Strategies and Techniques for Tapping the Power of Your Customer Database,Arthur Middleton Hughes,9781557388933,550,McGraw-Hill Professional,1995,9,1
2506,"Fundamentals of Database Systems, with E-book (3rd Edition)","Shamkant B. Navathe,Ramez Elmasri",,1000,Addison Wesley Longman,2002,1,15
2507,"Database Management: Objectives, System Functions, and Administration",Gordon C. Everest,9780070197817,816,McGraw-Hill Companies,1986,1,1
2508,"Oracle Database 10g High Availability with Rac, Flashback & Data Guard","Matthew Hart,Scott Jesse",9780072254280,421,McGraw-Hill/Osborne Media,2004,5,10
2509,Database. CultureGrams Kids Edition,ProQuest,,,,,,
2510,"Microsoft Visual Basic 2010 for Windows, Web, Office, and Database Applications: Comprehensive",Gary B. Shelly,9780538468473,1048,Cengage Learning,2010,9,21
2511,Android Database Programming: 4,Jason Wei,,214,Packt Publishing,2012,6,1
2512,Databases en SQL,Ton de Rooij,,150,ten Hagen Stam Uitgevers,2000,,
2513,An Introduction to Databases with Web Applications,Martyn Prigmore,9780321263599,689,Pearson Prentice Hall,2007,11,1
2514,Teach Yourself Database Technologies,Ivan Bayross,9788176565516,,,,,
2515,Multidimensional Databases: Problems and Solutions,Maurizio Rafanelli,9781591400530,300,IGI Global,2002,7,1
2516,Database Design Fundamentals,Michael J. Hernandez,9781880935361,62,Pinnacle Pub.,1995,12,28
2517,Relational Database Principles,Colin Ritchie,,298,Continuum,2002,,
2518,Theory and Practice of Relational Databases,"Stefan Stanczyk,Bob Champion,Richard Leyton",9780415247023,264,Taylor & Francis,2001,8,23
2519,Bioinformatics: Databases and Algorithms,N. Gautham,9781842653005,248,"Alpha Science International, Ltd",2006,1,1
2520,Object-Oriented Databases,Bindu Rama Rao,9780070512795,253,McGraw-Hill Companies,1994,1,1
2521,Beginning Databases with MySQL,"Richard Stones,Neil Matthew",9781861006929,608,Wrox Press,2002,2,20
2522,Multimedia Database Management Systems,Guojun Lu,9780890063422,373,Artech House Publishers,1999,9,30
2523,IBM Database DB2 Intermediate,Deny Sutani,,102,DS Publisher,2011,8,17
2524,Database Management System Anatomy,James A. Larson,9780669045444,,,,,
2525,Access Control for Databases,"Elisa Bertino,Gabriel Ghinita,Ashish Kamra",9781601984166,166,Now Publishers,2011,1,19
2526,Relational Database Writings 1989-1991,C.J. Date,9780201543032,521,Addison Wesley Longman,1992,1,2
2527,Oracle Essentials: Oracle Database 12c,"Rick Greenwald,Robert Stackowiak,Jonathan Stern",9781449343163,432,O'Reilly Media,2013,9,1
2528,Sqlalchemy: Database Access Using Python,"Mark Ramm,Michael Bayer",9780132364676,504,Addison-Wesley Professional,2016,5,1
2529,Database Management: With Website Development Applications,Greg Riccardi,9780201743876,417,Prentice Hall,2002,8,16
2530,"Relational Database Writings, 1994 1997","C.J. Date,Hugh Darwen",9780201398144,,Addison Wesley Publishing Company,1998,9,1
2531,Database Application Development and Design [With CDROM],Michael V. Mannino,9780072463675,,Irwin/McGraw-Hill,2000,11,2
2532,Teleakses Database Pendidikan Berbasis Ponsel,"Budi Sutedjo Dharma Oetomo,Yosia Handoko",9789797310202,145,Andi,2003,,
2533,Database Marketing: The Ultimate Marketing Tool,Edward L. Nash,9780070460638,336,McGraw-Hill Companies,1993,6,1
2534,The Firebird Book: A Reference for Database Developers,Helen Borrie,689253157947,1092,Apress,2005,9,8
2535,Teradata Database Administration - Teradata Internals,"Tom Coffing,Todd Wilson",9781940540184,430,Coffingdw,2013,9,1
2536,Oracle Database 10g Insider Solutions,"Arun Kumar,John Kanagaraj,Richard Stroupe",9780672327919,467,Sams,2005,8,1
2537,Expert Indexing in Oracle Database 11g: Maximum Performance for Your Database,Darl Kuhn,9781430237365,263,Apress,2012,1,1
2538,Active Database Systems: Triggers and Rules for Advanced Database Processing,Jennifer Widom,9781558603042,332,Morgan Kaufmann Publishers,1995,9,15
2539,The Definitive Guide To Mongo Db: The No Sql Database For Cloud And Desktop Computing,"Peter; Thielen, Wouter Membrey",9781430230519,328,Apress,2010,9,30
2540,Introduction to SQL: Mastering the Relational Database Language (4th Edition),Rick F. van der Lans,9780321305961,1056,Addison-Wesley Professional,2006,10,6
2541,Pro SQL Server 2008 Relational Database Design and Implementation,"Louis Davidson,Scott Klein,Kevin E. Kline",9781430208662,650,Apress,2008,8,1
2542,California Manufacturers Review,"Database Inc,Database Publishing Company",9781575410852,,Database Publishing Company,1999,12,1
2543,Untitled Domestic,Database American,9780399514708,,Perigee Books,,,
2544,Financial Highlights of Companies on the Stock Exchange of Singapore 1991-1995,Financial Database,9780137445820,1116,Prentice Hall,2005,12,2
2545,No Special Skills,E's Database,9781463437893,168,Authorhouse,2011,11,1
2546,Untitled Internai,American Database,9780399514715,,Perigee Trade,,,
2547,Career information for young people in Austria,ELGPN database,,,,,,
2548,Test-Driven Database Development: Unlocking Agility,Max Guernsey III,9780321784124,315,Addison-Wesley Professional,2013,3,3
2549,DataBase: Database Management System,"Shayan Roy,Ayan Chatterjee",,113,,2015,11,14
2550,"The American Church in Crisis: Groundbreaking Research Based on a National Database of over 200,000 Churches","David T. Olson,Craig Groeschel",9780310277132,237,Zondervan,2008,2,24
2551,Strategic Database Marketing: The Masterplan for Starting and Managing a Profitable Customer-Based Marketing Program,Arthur Middleton Hughes,9780071351829,400,McGraw-Hill Companies,2000,5,16
2552,Beginning Visual Basic 6 Database Programming,John Connell,9781861001061,880,Apress,1998,8,1
2553,"Database Systems: Concepts, Design and Applications",Shio Kumar Singh,,944,Pearson,2011,8,1
2554,Learn to Program Visual Basic Databases,"John Smiley,Robert Guerin",9781929685172,662,Course Technology,2001,1,1
2555,"Database Systems: Concepts, Languages & Architectures",Paolo Atzeni,9780077095000,612,Not Avail,1999,4,1
2556,"Database Systems: Concepts, Languages and Architectures","Paolo Atzeni,Stefano Ceri,Stefano Paraboschi,Riccardo Torlone",9780072353877,600,McGraw-Hill Higher Education,1999,10,1
2557,Oracle Database 10g Linux Administration,Edward  Whalen,783254042667,465,McGraw-Hill/Osborne Media,2005,11,1
2558,Beginning Visual Basic 2005 Databases,Thearon Willis,9780764588945,736,Wrox Press,2005,10,1
2559,Membangun Aplikasi Database Berbasis Flash,Wiwit Siswoutomo,9789792074642,293,Elex Media Komputindo,2005,,
2560,Aplikasi Server Database PostgreSQL (Paperback),"Owo Sugiana,Arie Ishami,Sirojul Munir",,152,"Dian Rakyat, Jakarta, PT",2005,8,
2561,Fundamentals Of Relational Database Management Systems,Sai Sumathi,9783540483977,,Springer,2007,3,1
2562,"Unix, A Database Approach, Featuring System V, Release 4",Sumitabha Das,9780070157453,,McGraw-Hill Companies,,,
2563,Linguistic Databases,John Nerbonne,9781575860923,264,Center for the Study of Language and Inf,1998,6,1
2564,Constraints and Databases,Raghu Ramakrishnan,9780792380450,192,Springer,1997,12,31
2565,Database Patterns,Pedro Teixeira,,,LeanPub,2015,2,
2566,Fundamentals of Databases,"Simon Harper,Ian Horrocks,Carole Goble",9781844793617,424,Pearson Custom Publishing,2005,,
2567,"Database, a Primer",C.J. Date,9780201113587,265,Addison Wesley Publishing Company,1983,11,1
2568,Database Systems,"Elvis C. Foster,Shripad V. Godbole",9781425774653,678,Xlibris Corporation,2010,7,16
2569,Database Marketing,Robert Shaw,,224,Gower Pub Co,,,
2570,Developing Analytical Database Applications,"Francis McGuff,John Kador",9780130824301,620,Prentice Hall,1999,1,1
2571,Fundamentals Of Database Systems: And Introduction To Sql Mastering The Structured Query Language,Ramez Elmasri,9781405811422,,,,,
2572,A Complete Guide to DB2 Universal Database,Don Chamberlin,9781558604827,816,Morgan Kaufmann Publishers,1998,6,15
2573,"Spatial Database Systems: Design, Implementation and Project Management","Albert K.W., Yeung",9781402053931,553,Springer,2007,1,16
2574,Databases in the 1990s: Proceedings of the Australian Database Research Conf,"B. Srinivasan,John Zeleznikow",9789810202767,228,World Scientific Publishing Company,,,
2575,Advanced Database Machine Architecture,David K. Hsiao,9780130112620,394,Prentice Hall,1983,8,1
2576,"Oracle: The Complete Reference [With Oracle Code, Database Tables, Book on CD]","George Koch,Kevin Loney",9780078822858,1136,Osborne Publishing,1996,12,24
2577,Semantic Web and Databases,"Christoph Bussler,Val Tannen,Irini Fundulaki",9783540318392,,Springer Verlag Berlin Heidelberg,2005,1,1
2578,"Data Structures, Files and Databases","Carl Bamford,Paul Curran",9780333560433,276,Palgrave,1991,11,11
2579,Knowledge Management in Fuzzy Databases,"Olga Pons,Maria A. Vila",9783790812558,386,Physica-Verlag,1999,11,17
2580,Evolution Of The High Performance Database,Informix Software,9780135947302,400,Prentice Hall,1996,9,1
2581,Object-Oriented Databases,Setrag Khoshafian,9780471570585,384,Wiley,1993,5,10
2582,Database and Expert Systems Applications,Computer Society Press,9780769532998,759,IEEE Computer Society Press,,,
2583,Principes van databases,Guy de Tré,,44,Pearson Education,2007,3,20
2584,Invitation to database processing,Leonard Gorney,9780894332173,269,Petrocelli Books,1985,12,28
2585,World Databases in Management,C.J. Armstrong,9781857391909,1200,Bowker-Saur,1994,12,28
2586,Web Databases with Perl,"John A. Timon,Stephen K. Sandlos",9781930110014,350,Manning Publications,,,
2587,Updating Logical Databases,Marianne Winslett,9780521619721,224,Cambridge University Press,2004,12,31
2588,Database Management Casebook,"Fred R. McFadden,Jeffrey A. Hoffer,Ananth Srinivasan",9780805360424,,Benjamin/Cummings (a Pearson Education company),1991,11,19
2589,Database Projects for Advanced Level,"Julian Mott,Ian Rendell",9780340738054,301,Hodder Arnold H&S,2001,9,28
2590,Relational Databases and Knowledge Bases,"Georges Gardarin,Patrick Valduriez",9780201099553,448,Addison Wesley Publishing Company,1988,11,1
2591,Database Design and Implementation,"Shouhong Wang,Hai Wang",9781612330150,272,Universal Publishers,2011,5,15
2592,Mobile Database Query Processing,David Taniar,9780470180716,560,Wiley-Interscience,2013,5,7
2593,Database Applications Using PROLOG,Robert Lucas,9780470211663,159,Ellis Horwood,1988,10,1
2594,Intelligent Information and Database Systems,"Ngoc Thanh Nguyen,Chong-gun Kim,Adam Janiak",9783642200403,600,Springer,2011,4,23
2595,Relational Database Design & Programming,Kathryn Carter,9781850322726,,International Thomson Computer Press,,,
2596,Understanding Database Management Systems,"Karthikeyan P.,Manjula K.a",,240,Acme Learning Private Limited,2011,3,9
2597,Amiga Games Database,"Jesse Russell,Ronald Cohn",9785511812342,108,"Book on Demand, Ltd.",2012,7,17
2598,Linux? Database Bible,"Michele Petrovsky,Anthony Masielle,Mojo Nichols,Stephen Wysham",9780764546419,770,Wiley,2001,8,29
2599,Concepts Of Database Mngmnt,Adamsk Pratt,9781111033248,,,,,
2600,Understanding Database Management Systems,Joseph A. Vasta,9780534100742,518,Wadsworth Publishing Company,1989,1,1
2601,Business Processes: A Database Perspective,"Daniel Deutch,Tova Milo",9781608459032,103,Morgan & Claypool,2012,8,1
2602,Oracle Database 12c Security,"Scott Gaetjen,David Knox,William Maroulis",,552,McGraw-Hill Osborne Media,2015,1,9
2603,Database Design with Visual Basic,"Ron Krumm,Robert Krumm",9781558514249,,M&T Books,1995,10,31
2604,Aspect-Oriented Database Systems,Awais Rashid,,176,Springer,2004,1,7
2605,Database Processing (11th Edition),"David J. Auer,David M. Kroenke",,672,Prentice Hall,2011,1,11
2606,Visual Basic.Net Database Programming,Stephens,,,Que,2002,4,11
2607,Tutorial: Distributed Database Management,"James A. Larson,Saeed Rahimi",9780818605758,669,Ieee Computer Society,1985,1,1
2608,Expert Database Systems,Keith G. Jeffery,9780123822550,254,Academic Press,1992,9,1
2609,Database Systems: Management and Use,Alice Tsai,9780131970885,79,Prentice Hall Canada,1988,1,1
2610,Database Management: Theory And Application,John A. Shepherd,9780256078299,781,Irwin Professional Publishing,1990,1,1
2611,Oracle 10g Database Admin,Premier Development,9781592008988,,,,,
2612,Database Programming Languages 2nd,Richard   Hull,9781558600720,442,Morgan Kaufmann Publishers,1989,9,15
2613,Relational Databases and SQL,Paul Mahler,9780137723102,,Prentice Hall,1990,11,1
2614,"Save the Database, Save the World",John Ottman,9781458363688,170,Lulu.com,2011,6,15
2615,Database Performance Tuning on AIX,Budi Darmawan,9780738427904,516,IBM.Com/Redbooks,2004,8,30
