code_module,code_presentation,id_student,gender,region,highest_education,age_band,disability,wscore,sum_click
CCC,2014J,647735,F,Wales,A Level or Equivalent,0-35,N,0.675,174
CCC,2014J,647763,F,Scotland,Lower Than A Level,35-55,N,4.9625,4661
CCC,2014J,647763,F,Scotland,Lower Than A Level,35-55,N,98,4661
CCC,2014J,647763,F,Scotland,Lower Than A Level,35-55,N,15.255,4661
CCC,2014J,647865,M,East Anglian Region,A Level or Equivalent,0-35,N,3.9375,374
CCC,2014J,647865,M,East Anglian Region,A Level or Equivalent,0-35,N,60,374
CCC,2014J,647865,M,East Anglian Region,A Level or Equivalent,0-35,N,7.905,374
CCC,2014J,647869,M,London Region,A Level or Equivalent,0-35,Y,2,282
CCC,2014J,647869,M,London Region,A Level or Equivalent,0-35,Y,8.28,282
CCC,2014J,647888,M,South East Region,A Level or Equivalent,0-35,N,5.525,427
CCC,2014J,647888,M,South East Region,A Level or Equivalent,0-35,N,52,427
CCC,2014J,647888,M,South East Region,A Level or Equivalent,0-35,N,14.66666667,427
CCC,2014J,648085,F,West Midlands Region,A Level or Equivalent,0-35,N,4.203333333,335
CCC,2014J,648085,F,West Midlands Region,A Level or Equivalent,0-35,N,52,335
CCC,2014J,648085,F,West Midlands Region,A Level or Equivalent,0-35,N,12.74,335
CCC,2014J,648140,M,South Region,A Level or Equivalent,0-35,N,4.105,1197
CCC,2014J,648140,M,South Region,A Level or Equivalent,0-35,N,40,1197
CCC,2014J,648140,M,South Region,A Level or Equivalent,0-35,N,10.465,1197
CCC,2014J,648161,F,East Anglian Region,Post Graduate Qualification,35-55,N,5.1175,2471
CCC,2014J,648161,F,East Anglian Region,Post Graduate Qualification,35-55,N,68,2471
CCC,2014J,648161,F,East Anglian Region,Post Graduate Qualification,35-55,N,18.7,2471
CCC,2014J,648250,F,London Region,HE Qualification,0-35,N,1.34,1727
CCC,2014J,648285,M,Ireland,A Level or Equivalent,0-35,N,4.3775,839
CCC,2014J,648285,M,Ireland,A Level or Equivalent,0-35,N,62,839
CCC,2014J,648285,M,Ireland,A Level or Equivalent,0-35,N,13.665,839
CCC,2014J,648321,F,East Midlands Region,A Level or Equivalent,0-35,N,5.03,876
CCC,2014J,648321,F,East Midlands Region,A Level or Equivalent,0-35,N,12.96,876
CCC,2014J,648363,M,London Region,Lower Than A Level,35-55,N,6.25,2254
CCC,2014J,648363,M,London Region,Lower Than A Level,35-55,N,96,2254
CCC,2014J,648363,M,London Region,Lower Than A Level,35-55,N,18.64,2254
CCC,2014J,648369,M,Wales,HE Qualification,0-35,N,4.4,1199
CCC,2014J,648369,M,Wales,HE Qualification,0-35,N,58,1199
CCC,2014J,648590,M,London Region,A Level or Equivalent,0-35,N,3.935,789
CCC,2014J,648590,M,London Region,A Level or Equivalent,0-35,N,32,789
CCC,2014J,648590,M,London Region,A Level or Equivalent,0-35,N,11.035,789
CCC,2014J,648649,F,East Anglian Region,Lower Than A Level,0-35,N,5.4175,1323
CCC,2014J,648649,F,East Anglian Region,Lower Than A Level,0-35,N,74,1323
CCC,2014J,648781,M,North Region,A Level or Equivalent,0-35,N,4.9825,1518
CCC,2014J,648781,M,North Region,A Level or Equivalent,0-35,N,90,1518
CCC,2014J,648781,M,North Region,A Level or Equivalent,0-35,N,12.98,1518
CCC,2014J,648818,F,Ireland,Post Graduate Qualification,0-35,N,4.415,763
CCC,2014J,648818,F,Ireland,Post Graduate Qualification,0-35,N,68,763
CCC,2014J,648854,M,North Western Region,Lower Than A Level,0-35,N,4.7275,3989
CCC,2014J,648854,M,North Western Region,Lower Than A Level,0-35,N,66,3989
CCC,2014J,648854,M,North Western Region,Lower Than A Level,0-35,N,11.70666667,3989
CCC,2014J,648868,M,North Western Region,A Level or Equivalent,0-35,N,0.66,204
CCC,2014J,648872,F,Wales,Lower Than A Level,0-35,N,1.34,190
CCC,2014J,648959,M,South East Region,Lower Than A Level,0-35,N,3.08,596
CCC,2014J,648959,M,South East Region,Lower Than A Level,0-35,N,7.65,596
CCC,2014J,649001,M,London Region,Lower Than A Level,35-55,N,2.52,349
CCC,2014J,649001,M,London Region,Lower Than A Level,35-55,N,7.48,349
CCC,2014J,649105,F,East Midlands Region,A Level or Equivalent,35-55,N,5.71,4609
CCC,2014J,649105,F,East Midlands Region,A Level or Equivalent,35-55,N,92,4609
CCC,2014J,649129,M,South West Region,A Level or Equivalent,0-35,N,5.945,1237
CCC,2014J,649129,M,South West Region,A Level or Equivalent,0-35,N,86,1237
CCC,2014J,649129,M,South West Region,A Level or Equivalent,0-35,N,16.92,1237
CCC,2014J,649141,M,Ireland,A Level or Equivalent,35-55,N,5.273333333,1029
CCC,2014J,649141,M,Ireland,A Level or Equivalent,35-55,N,10.28666667,1029
CCC,2014J,649343,M,East Midlands Region,A Level or Equivalent,0-35,N,5.045,679
CCC,2014J,649343,M,East Midlands Region,A Level or Equivalent,0-35,N,66,679
CCC,2014J,649343,M,East Midlands Region,A Level or Equivalent,0-35,N,12.685,679
CCC,2014J,649592,M,Ireland,A Level or Equivalent,0-35,N,5.575,876
CCC,2014J,649592,M,Ireland,A Level or Equivalent,0-35,N,90,876
CCC,2014J,649592,M,Ireland,A Level or Equivalent,0-35,N,15.415,876
CCC,2014J,649604,F,North Western Region,No Formal quals,0-35,N,4.79,1473
CCC,2014J,649604,F,North Western Region,No Formal quals,0-35,N,52,1473
CCC,2014J,649604,F,North Western Region,No Formal quals,0-35,N,10.385,1473
CCC,2014J,649607,F,East Midlands Region,A Level or Equivalent,0-35,N,1.01,253
CCC,2014J,649761,M,Yorkshire Region,A Level or Equivalent,35-55,N,4.9825,1103
CCC,2014J,649761,M,Yorkshire Region,A Level or Equivalent,35-55,N,34,1103
CCC,2014J,649761,M,Yorkshire Region,A Level or Equivalent,35-55,N,13.375,1103
CCC,2014J,649816,M,South Region,Post Graduate Qualification,35-55,N,3.4575,2537
CCC,2014J,649816,M,South Region,Post Graduate Qualification,35-55,N,7.495,2537
CCC,2014J,649840,M,South Region,Lower Than A Level,0-35,N,3.926666667,7382
CCC,2014J,649840,M,South Region,Lower Than A Level,0-35,N,40,7382
CCC,2014J,649856,F,Scotland,A Level or Equivalent,0-35,N,2,297
CCC,2014J,649868,M,London Region,A Level or Equivalent,0-35,N,5.3575,708
CCC,2014J,649868,M,London Region,A Level or Equivalent,0-35,N,60,708
CCC,2014J,649868,M,London Region,A Level or Equivalent,0-35,N,12.48,708
CCC,2014J,650085,M,East Midlands Region,A Level or Equivalent,0-35,N,1.34,120
CCC,2014J,650099,M,South Region,HE Qualification,0-35,N,4.665,778
CCC,2014J,650099,M,South Region,HE Qualification,0-35,N,72,778
CCC,2014J,650099,M,South Region,HE Qualification,0-35,N,15.38,778
CCC,2014J,650105,M,Scotland,Lower Than A Level,0-35,N,1.785,194
CCC,2014J,650105,M,Scotland,Lower Than A Level,0-35,N,5.58,194
CCC,2014J,650133,F,East Anglian Region,A Level or Equivalent,0-35,N,1.12,102
CCC,2014J,650145,M,Wales,Lower Than A Level,0-35,N,3.31,1054
CCC,2014J,650145,M,Wales,Lower Than A Level,0-35,N,6.38,1054
CCC,2014J,650271,M,North Region,HE Qualification,35-55,N,3.65,212
CCC,2014J,650271,M,North Region,HE Qualification,35-55,N,7.02,212
CCC,2014J,650341,F,London Region,A Level or Equivalent,0-35,N,2.28,1139
CCC,2014J,650341,F,London Region,A Level or Equivalent,0-35,N,24,1139
CCC,2014J,650341,F,London Region,A Level or Equivalent,0-35,N,12.635,1139
CCC,2014J,650370,F,Scotland,HE Qualification,0-35,N,5.795,2896
CCC,2014J,650370,F,Scotland,HE Qualification,0-35,N,82,2896
CCC,2014J,650370,F,Scotland,HE Qualification,0-35,N,16.04,2896
CCC,2014J,650511,M,South Region,A Level or Equivalent,35-55,N,5.605,1451
CCC,2014J,650511,M,South Region,A Level or Equivalent,35-55,N,92,1451
CCC,2014J,650787,F,East Anglian Region,A Level or Equivalent,35-55,N,3.5725,447
CCC,2014J,650787,F,East Anglian Region,A Level or Equivalent,35-55,N,46,447
CCC,2014J,650787,F,East Anglian Region,A Level or Equivalent,35-55,N,7.846666667,447
CCC,2014J,650849,F,Scotland,HE Qualification,0-35,N,2.215,207
CCC,2014J,650849,F,Scotland,HE Qualification,0-35,N,8.21,207
CCC,2014J,650850,F,South West Region,A Level or Equivalent,0-35,N,2.675,609
CCC,2014J,650850,F,South West Region,A Level or Equivalent,0-35,N,4.68,609
CCC,2014J,650856,M,London Region,Lower Than A Level,0-35,N,4.363333333,1001
CCC,2014J,650856,M,London Region,Lower Than A Level,0-35,N,46,1001
CCC,2014J,650856,M,London Region,Lower Than A Level,0-35,N,10.12,1001
CCC,2014J,650863,F,North Region,A Level or Equivalent,0-35,N,6.13,4855
CCC,2014J,650863,F,North Region,A Level or Equivalent,0-35,N,98,4855
CCC,2014J,650863,F,North Region,A Level or Equivalent,0-35,N,17.935,4855
CCC,2014J,651058,M,London Region,A Level or Equivalent,35-55,N,1.56,114
CCC,2014J,651159,M,North Western Region,A Level or Equivalent,0-35,N,5.885,1538
CCC,2014J,651159,M,North Western Region,A Level or Equivalent,0-35,N,94,1538
CCC,2014J,651217,M,East Midlands Region,A Level or Equivalent,0-35,N,1.34,323
CCC,2014J,651217,M,East Midlands Region,A Level or Equivalent,0-35,N,7.02,323
CCC,2014J,651267,M,South West Region,A Level or Equivalent,0-35,N,0,916
CCC,2014J,651423,M,North Western Region,A Level or Equivalent,0-35,N,5.3325,1661
CCC,2014J,651423,M,North Western Region,A Level or Equivalent,0-35,N,90,1661
CCC,2014J,651423,M,North Western Region,A Level or Equivalent,0-35,N,17.235,1661
CCC,2014J,651495,M,North Region,HE Qualification,35-55,N,6.09,2400
CCC,2014J,651495,M,North Region,HE Qualification,35-55,N,100,2400
CCC,2014J,651495,M,North Region,HE Qualification,35-55,N,17.825,2400
CCC,2014J,651508,F,London Region,A Level or Equivalent,0-35,N,4.665,1328
CCC,2014J,651508,F,London Region,A Level or Equivalent,0-35,N,88,1328
CCC,2014J,651508,F,London Region,A Level or Equivalent,0-35,N,16.025,1328
CCC,2014J,651759,M,London Region,HE Qualification,55<=,N,6.25,3528
CCC,2014J,651759,M,London Region,HE Qualification,55<=,N,100,3528
CCC,2014J,651759,M,London Region,HE Qualification,55<=,N,18.42,3528
CCC,2014J,651764,M,East Anglian Region,A Level or Equivalent,0-35,N,6.17,2063
CCC,2014J,651764,M,East Anglian Region,A Level or Equivalent,0-35,N,100,2063
CCC,2014J,651764,M,East Anglian Region,A Level or Equivalent,0-35,N,17.99,2063
CCC,2014J,651823,M,South Region,A Level or Equivalent,0-35,N,4.37,1555
CCC,2014J,651823,M,South Region,A Level or Equivalent,0-35,N,66,1555
CCC,2014J,651823,M,South Region,A Level or Equivalent,0-35,N,11.49,1555
CCC,2014J,651850,M,East Anglian Region,A Level or Equivalent,0-35,N,3.223333333,564
CCC,2014J,651850,M,East Anglian Region,A Level or Equivalent,0-35,N,4.633333333,564
CCC,2014J,651935,F,West Midlands Region,A Level or Equivalent,0-35,N,5.8025,1346
CCC,2014J,651935,F,West Midlands Region,A Level or Equivalent,0-35,N,60,1346
CCC,2014J,651935,F,West Midlands Region,A Level or Equivalent,0-35,N,16.015,1346
CCC,2014J,652023,M,East Anglian Region,HE Qualification,0-35,N,5.0175,1949
CCC,2014J,652023,M,East Anglian Region,HE Qualification,0-35,N,40,1949
CCC,2014J,652023,M,East Anglian Region,HE Qualification,0-35,N,14.17,1949
CCC,2014J,652428,M,Wales,Lower Than A Level,0-35,N,1.12,864
CCC,2014J,652501,M,South West Region,A Level or Equivalent,0-35,N,3.91,928
CCC,2014J,652501,M,South West Region,A Level or Equivalent,0-35,N,44,928
CCC,2014J,652501,M,South West Region,A Level or Equivalent,0-35,N,14.16,928
CCC,2014J,652894,M,North Region,A Level or Equivalent,0-35,N,0.44,1996
CCC,2014J,652894,M,North Region,A Level or Equivalent,0-35,N,6.04,1996
CCC,2014J,652902,M,London Region,HE Qualification,0-35,N,6.21,1748
CCC,2014J,652902,M,London Region,HE Qualification,0-35,N,100,1748
CCC,2014J,652902,M,London Region,HE Qualification,0-35,N,18.595,1748
CCC,2014J,652994,M,North Western Region,Lower Than A Level,0-35,N,0,71
CCC,2014J,653115,F,Yorkshire Region,HE Qualification,35-55,N,4.546666667,571
CCC,2014J,653115,F,Yorkshire Region,HE Qualification,35-55,N,52,571
CCC,2014J,653115,F,Yorkshire Region,HE Qualification,35-55,N,11.82,571
CCC,2014J,653127,F,Scotland,HE Qualification,35-55,N,6.09,8537
CCC,2014J,653127,F,Scotland,HE Qualification,35-55,N,96,8537
CCC,2014J,653127,F,Scotland,HE Qualification,35-55,N,18.485,8537
CCC,2014J,653177,F,West Midlands Region,HE Qualification,35-55,N,0.44,250
CCC,2014J,653177,F,West Midlands Region,HE Qualification,35-55,N,4.5,250
CCC,2014J,653278,M,North Region,A Level or Equivalent,35-55,N,4.2375,1640
CCC,2014J,653278,M,North Region,A Level or Equivalent,35-55,N,62,1640
CCC,2014J,653278,M,North Region,A Level or Equivalent,35-55,N,17.165,1640
CCC,2014J,653452,F,South West Region,A Level or Equivalent,0-35,N,4.033333333,631
CCC,2014J,653452,F,South West Region,A Level or Equivalent,0-35,N,74,631
CCC,2014J,653452,F,South West Region,A Level or Equivalent,0-35,N,9.733333333,631
CCC,2014J,653506,M,South East Region,Lower Than A Level,0-35,N,0.54,18
CCC,2014J,653700,M,Wales,HE Qualification,0-35,N,7.92,21
CCC,2014J,653821,F,East Anglian Region,No Formal quals,0-35,N,5.2225,585
CCC,2014J,653821,F,East Anglian Region,No Formal quals,0-35,N,82,585
CCC,2014J,653821,F,East Anglian Region,No Formal quals,0-35,N,17.89333333,585
CCC,2014J,653887,M,Scotland,HE Qualification,0-35,N,2.39,643
CCC,2014J,653887,M,Scotland,HE Qualification,0-35,N,4.5,643
CCC,2014J,654000,M,Ireland,Post Graduate Qualification,0-35,N,3.63,2002
CCC,2014J,654000,M,Ireland,Post Graduate Qualification,0-35,N,54,2002
CCC,2014J,654000,M,Ireland,Post Graduate Qualification,0-35,N,14.2,2002
CCC,2014J,654002,M,Wales,A Level or Equivalent,0-35,N,5.73,912
CCC,2014J,654002,M,Wales,A Level or Equivalent,0-35,N,100,912
CCC,2014J,654016,F,Scotland,HE Qualification,35-55,N,5.93,942
CCC,2014J,654016,F,Scotland,HE Qualification,35-55,N,66,942
CCC,2014J,654016,F,Scotland,HE Qualification,35-55,N,16.775,942
CCC,2014J,654031,M,North Region,A Level or Equivalent,35-55,Y,5.17,3742
CCC,2014J,654031,M,North Region,A Level or Equivalent,35-55,Y,66,3742
CCC,2014J,654031,M,North Region,A Level or Equivalent,35-55,Y,14.97,3742
CCC,2014J,654114,M,Yorkshire Region,Lower Than A Level,0-35,N,3.6875,1764
CCC,2014J,654114,M,Yorkshire Region,Lower Than A Level,0-35,N,40,1764
CCC,2014J,654188,F,North Western Region,A Level or Equivalent,0-35,N,4.0225,955
CCC,2014J,654188,F,North Western Region,A Level or Equivalent,0-35,N,38,955
CCC,2014J,654295,F,Ireland,A Level or Equivalent,35-55,N,4.276666667,1001
CCC,2014J,654295,F,Ireland,A Level or Equivalent,35-55,N,13.36,1001
CCC,2014J,654322,M,London Region,A Level or Equivalent,0-35,Y,5.8325,3247
CCC,2014J,654322,M,London Region,A Level or Equivalent,0-35,Y,98,3247
CCC,2014J,654322,M,London Region,A Level or Equivalent,0-35,Y,16.315,3247
CCC,2014J,654504,M,Scotland,A Level or Equivalent,0-35,N,3.9025,549
CCC,2014J,654504,M,Scotland,A Level or Equivalent,0-35,N,44,549
CCC,2014J,654504,M,Scotland,A Level or Equivalent,0-35,N,11.59,549
CCC,2014J,654539,F,Scotland,Post Graduate Qualification,0-35,N,5.6525,2127
CCC,2014J,654539,F,Scotland,Post Graduate Qualification,0-35,N,88,2127
CCC,2014J,654539,F,Scotland,Post Graduate Qualification,0-35,N,16.72,2127
CCC,2014J,654646,M,South Region,Lower Than A Level,0-35,N,7.506666667,2278
CCC,2014J,654646,M,South Region,Lower Than A Level,0-35,N,92,2278
CCC,2014J,654646,M,South Region,Lower Than A Level,0-35,N,18.155,2278
CCC,2014J,654755,M,London Region,A Level or Equivalent,0-35,N,2.16,128
CCC,2014J,654817,M,Ireland,Post Graduate Qualification,0-35,N,4.9475,529
CCC,2014J,654817,M,Ireland,Post Graduate Qualification,0-35,N,86,529
CCC,2014J,654915,M,South East Region,HE Qualification,0-35,N,5.8,4063
CCC,2014J,654915,M,South East Region,HE Qualification,0-35,N,94,4063
CCC,2014J,654915,M,South East Region,HE Qualification,0-35,N,16.89,4063
CCC,2014J,655051,M,West Midlands Region,A Level or Equivalent,0-35,N,3.29,650
CCC,2014J,655051,M,West Midlands Region,A Level or Equivalent,0-35,N,40,650
CCC,2014J,655051,M,West Midlands Region,A Level or Equivalent,0-35,N,8.213333333,650
CCC,2014J,655108,M,West Midlands Region,Lower Than A Level,0-35,N,5.955,1626
CCC,2014J,655108,M,West Midlands Region,Lower Than A Level,0-35,N,70,1626
CCC,2014J,655108,M,West Midlands Region,Lower Than A Level,0-35,N,17.67,1626
CCC,2014J,655353,M,London Region,HE Qualification,35-55,N,4.875,4231
CCC,2014J,655353,M,London Region,HE Qualification,35-55,N,82,4231
CCC,2014J,655353,M,London Region,HE Qualification,35-55,N,16.855,4231
CCC,2014J,655378,M,East Midlands Region,A Level or Equivalent,35-55,N,4.625,2202
CCC,2014J,655378,M,East Midlands Region,A Level or Equivalent,35-55,N,58,2202
CCC,2014J,655378,M,East Midlands Region,A Level or Equivalent,35-55,N,15.515,2202
CCC,2014J,655390,F,North Region,Lower Than A Level,0-35,N,5.235,2149
CCC,2014J,655390,F,North Region,Lower Than A Level,0-35,N,70,2149
CCC,2014J,655390,F,North Region,Lower Than A Level,0-35,N,17.15,2149
CCC,2014J,655408,M,South East Region,A Level or Equivalent,35-55,N,0.66,282
CCC,2014J,655484,M,East Anglian Region,A Level or Equivalent,0-35,Y,1.34,147
CCC,2014J,655498,F,South West Region,A Level or Equivalent,0-35,N,5.32,2019
CCC,2014J,655498,F,South West Region,A Level or Equivalent,0-35,N,80,2019
CCC,2014J,655498,F,South West Region,A Level or Equivalent,0-35,N,16.53,2019
CCC,2014J,655890,F,Scotland,A Level or Equivalent,35-55,N,5.92,4824
CCC,2014J,655890,F,Scotland,A Level or Equivalent,35-55,N,96,4824
CCC,2014J,655890,F,Scotland,A Level or Equivalent,35-55,N,18.42,4824
CCC,2014J,655919,M,West Midlands Region,Lower Than A Level,0-35,N,3.4975,2715
CCC,2014J,655919,M,West Midlands Region,Lower Than A Level,0-35,N,56,2715
CCC,2014J,655919,M,West Midlands Region,Lower Than A Level,0-35,N,9.61,2715
CCC,2014J,655927,M,Ireland,A Level or Equivalent,0-35,N,4.343333333,965
CCC,2014J,655927,M,Ireland,A Level or Equivalent,0-35,N,54,965
CCC,2014J,655927,M,Ireland,A Level or Equivalent,0-35,N,10.565,965
CCC,2014J,655973,M,East Anglian Region,A Level or Equivalent,0-35,N,4.886666667,675
CCC,2014J,655973,M,East Anglian Region,A Level or Equivalent,0-35,N,100,675
CCC,2014J,655973,M,East Anglian Region,A Level or Equivalent,0-35,N,10.88666667,675
CCC,2014J,655988,M,East Anglian Region,A Level or Equivalent,35-55,N,1.78,591
CCC,2014J,655988,M,East Anglian Region,A Level or Equivalent,35-55,N,7.74,591
CCC,2014J,656203,M,East Anglian Region,A Level or Equivalent,0-35,N,3.68,501
CCC,2014J,656203,M,East Anglian Region,A Level or Equivalent,0-35,N,38,501
CCC,2014J,656203,M,East Anglian Region,A Level or Equivalent,0-35,N,10.76666667,501
CCC,2014J,656277,F,Ireland,Post Graduate Qualification,0-35,N,5.1525,2582
CCC,2014J,656277,F,Ireland,Post Graduate Qualification,0-35,N,84,2582
CCC,2014J,656277,F,Ireland,Post Graduate Qualification,0-35,N,15.595,2582
CCC,2014J,656287,F,London Region,HE Qualification,0-35,N,6.01,1626
CCC,2014J,656287,F,London Region,HE Qualification,0-35,N,98,1626
CCC,2014J,656340,M,North Western Region,A Level or Equivalent,0-35,N,5.27,793
CCC,2014J,656340,M,North Western Region,A Level or Equivalent,0-35,N,66,793
CCC,2014J,656340,M,North Western Region,A Level or Equivalent,0-35,N,15.04,793
CCC,2014J,656347,M,North Region,No Formal quals,0-35,N,4.553333333,419
CCC,2014J,656347,M,North Region,No Formal quals,0-35,N,90,419
CCC,2014J,656347,M,North Region,No Formal quals,0-35,N,14.63,419
CCC,2014J,656539,F,North Region,A Level or Equivalent,0-35,N,3.41,319
CCC,2014J,656539,F,North Region,A Level or Equivalent,0-35,N,7.74,319
CCC,2014J,656634,M,South West Region,Lower Than A Level,0-35,N,2,254
CCC,2014J,656642,M,Ireland,HE Qualification,0-35,N,4.055,578
CCC,2014J,656642,M,Ireland,HE Qualification,0-35,N,48,578
CCC,2014J,656642,M,Ireland,HE Qualification,0-35,N,7.825,578
CCC,2014J,656683,M,South Region,HE Qualification,35-55,N,5.8075,2853
CCC,2014J,656683,M,South Region,HE Qualification,35-55,N,72,2853
CCC,2014J,656683,M,South Region,HE Qualification,35-55,N,17.705,2853
CCC,2014J,656929,F,London Region,A Level or Equivalent,0-35,N,3.39,452
CCC,2014J,656929,F,London Region,A Level or Equivalent,0-35,N,8.225,452
CCC,2014J,656954,M,North Western Region,Lower Than A Level,0-35,N,1.34,226
CCC,2014J,657048,M,Scotland,HE Qualification,0-35,N,3.403333333,556
CCC,2014J,657048,M,Scotland,HE Qualification,0-35,N,8.01,556
CCC,2014J,657050,F,North Region,HE Qualification,35-55,N,6.035,4334
CCC,2014J,657050,F,North Region,HE Qualification,35-55,N,96,4334
CCC,2014J,657050,F,North Region,HE Qualification,35-55,N,17.825,4334
CCC,2014J,657145,M,North Western Region,A Level or Equivalent,0-35,N,5.7125,1347
CCC,2014J,657145,M,North Western Region,A Level or Equivalent,0-35,N,96,1347
CCC,2014J,657145,M,North Western Region,A Level or Equivalent,0-35,N,17.165,1347
CCC,2014J,657210,M,Scotland,Lower Than A Level,0-35,N,1.34,196
CCC,2014J,657285,F,North Western Region,HE Qualification,0-35,N,4.93,748
