id,title,authors,ISBN13,pages,publisher,publishedYear,publishedMonth,publishedDay
3617,"Artificial Intelligence in Databases and Information Systems (DS-3): Proc. of the Tc2wg2.6 - Tc8wg8.1 Working Conf., Guangzhou, China 4-8 July, 1988","R. A. Meersman,Zhongzhi Shi,C. H. Kung",9780444886453,584,Elsevier Science & Technology Books,1990,2,28
3618,"Database Processing: Fundamentals, Design, and Implementation / Edition 10",David M. Kroenke,9780131672727,720,Prentice Hall,2003,3,11
3619,"Online Searching in Science and Technology: An introductory Guide To Equipment, Databases and Search Techniques",David Orton,9780712308021,128,Taylor & Francis,1997,1,1
3620,"The World Wide Web and Databases: International Workshop WebDB'98, Valencia, Spain, March 27- 28, 1998 Selected Papers / Edition 1","Paolo Atzeni,Giansalvatore Mecca,Alberto Mendelzon",9783540658900,1999,Springer Berlin Heidelberg,1999,5,14
3621,Using dBASE IV for Database Applications,"William O. Drum,Martin J. Jansen",9780538615891,223,Cengage South-Western,1992,4,28
3622,"Database: Enterprise, Skills and Innovation: 22nd British National Conference on Databases, BNCOD 22, Sunderland, UK, July 5-7, 2005, Proceedings / Edition 1","Mike Jackson,David Nelson,Sue Stirk",9783540269731,2005,Springer Berlin Heidelberg,2005,8,22
3623,"Intelligent Systems Design: Integrating Expert Systems, Hypermedia and Database Technologies","Larry Bielawski,Robert Lewand",9780471525356,302,Wiley,1991,1,28
3624,Principles of Applied Database Management System for Health Sector,"Gershon Adzadi,Hon Ishamael Aryeetey,Dr Gershon Adzadi",9783838350950,132,OmniScriptum GmbH & Co. KG,2010,6,29
3625,Beginning MySQL Database Design and Optimization: From Novice to Professional,"Chad Russell,Jon Stephens",9781590593325,520,Apress,2004,10,27
3626,Introduction to Database Systems/E-book / Edition 7,C.J. Date,9780201787221,0,Pearson Education,2000,1,28
3627,"Proceedings, 1986 International Workshop on Object-Oriented Database Systems","Klaus R. Dittrich,Umeshwar Dayal,Association for Computing Machinery, Special Interest Group on Management of Data Staff,IEEE Computer Society, Technical Committee on Database Engineering Staff",9780818607349,237,IEEE Computer Society Press,1986,1,1
3628,Design Analysis and Performance Evaluation Methodologies for Database Computers,"Steven A. Demurjian,David K. Hsiao,Roger G. Marshall",9780131999022,336,Prentice Hall Professional Technical Reference,1987,5,1
3629,Database: ECDL - the European PC standard,Bill McTaggart,9781852334468,0,Springer London,2001,1,29
3630,Statistical Data Bank Systems: Socio-Economic Database and Model Building in Japan,"Kimio Uno,S. Shishido",9780444703972,364,Elsevier Science & Technology Books,1988,2,28
3631,ORACLE DATABASE In-MEMORY,Cesar Perez,9781505820102,102,CreateSpace Publishing,2014,12,29
3632,"Stored Procedures, Triggers and User Defined Functions on DB2 Universal Database for Iseries",Hernando Bedoya,9780738496566,572,I B M,2006,10,24
3633,"Outlines & Highlights For Database Systems By Hector Garcia-Molina, Jennifer Widom, Jeffrey D. Ullman, Isbn",Cram101 Textbook Reviews,9781616983673,192,"Content Technologies, Inc.",2010,1,11
3634,"The Relational Database Dictionary, Extended Edition / Edition 1",Christopher Date,9781430210412,200,Apress,2008,8,6
3635,Blackstone's Police Operational Handbook 2015: Law,"Police National Legal Database (PNLD),Fraser Sampson",9780198718901,912,Oxford University Press,2014,11,11
3636,Relational Database Management for Microcomputers: Design and Implementation,Jan L. Harrington,9780030085420,378,Harcourt College Publishers,1988,4,1
3637,"Advances in Spatial Databases: 6th International Symposium, SSD'99, Hong Kong, China, July 20-23, 1999 Proceedings","Ralf H. Guting,Dimitris Papadias,Fred Lochovsky",9783540662471,1999,Springer Berlin Heidelberg,1999,8,13
3638,"Database Systems , Design, Implementation, and Management: Business, Management","CTI Reviews,Carlos Coronel",9781467234887,81,Cram101,2016,9,26
3639,Beginning ASP.NET 2.0 and Databases,"John Kauffman,Bradley Millington",9780471781349,535,Wiley,2006,7,31
3640,Online and CD-ROM Databases in School Libraries: Readings,"Ann Lathrop,Carol Tenopir",9780872877566,0,Libraries Unlimited,1989,6,28
3641,Principles of Distributed Database Systems / Edition 2,M. Tamer Ozsu,9780136597070,666,Prentice Hall,1999,1,19
3642,Creating and Digitizing Language Corpora: Volume 1: Synchronic Databases,"J. Beal,K. Corrigan,H. Moisl",9781403943668,245,Palgrave Macmillan UK,2007,6,27
3643,"Outlines & Highlights For Database Design, Application Development, And Administration By Mannino, Isbn",Cram101 Textbook Reviews,9781428860315,104,"Content Technologies, Inc.",2008,5,12
3644,Design of Distributed Integrated Heterogeneous or Mobile Databases,Lars Frank,9783838344263,164,OmniScriptum GmbH & Co. KG,2010,6,26
3645,Concepts of Database Management 3rd Ed / Edition 3,"Philip J. Pratt,Joseph J. Adamski",9780619000578,294,"Course Technology, Inc.",2000,2,28
3646,Historical on-Line Database Services: A Report on the Supply in the UK of Service Monopolies and Mergers Commission Report,HMSO Staff,9780101255424,0,Bernan Associates,1994,6,28
3647,Arabic Database For Atr Research And Benchmarking,Amin Alhashim,9783639299441,88,VDM Verlag,2010,10,15
3648,Data Leakage Detection in Relational Database,Mishra Rupesh S.,9783659417511,68,OmniScriptum GmbH & Co. KG,2013,6,21
3649,Pro Active Record: Databases with Ruby and Rails,"Chad Pytel,Jon Yurek,Kevin Marshall",9781590598474,304,Apress,2007,9,13
3650,"African Development Indicators, 2001: Drawn from World Bank Africa Database",World Bank Staff,9780821348642,388,World Bank Publications,2001,3,28
3651,Oracle Database 11g Administration I Certification Guide,Steve Ries,9781849687300,582,Packt Publishing,2013,2,11
3652,"Oracle Database 11g Administrator Certified Associate: Questions, Answers & Explanation",K Lambercht,9781508802112,116,CreateSpace Publishing,2015,3,10
3653,Oracle on VMware: Expert Tips for Database Visualization,Bert Scalzo,9780979795145,223,Rampant Techpress,2008,9,1
3654,"DB2 Universal Database V8.1 for Linux, UNIX, and Windows Database Administration Certification Guide, Fifth Edition / Edition 5","George Baklarz,Bill Wong",9780130463616,912,IBM Press,2003,2,10
3655,Nontraditional Database Systems,"Yahiko Kambayashi,Katsumi Tanaka,Masaru Kitsuregawa,Akifumi Makinouchi,Shunsuke Uemura",9780415302067,270,Taylor & Francis,2002,11,15
3656,Designing Spatial Database and Software Application for End-User Client,Amit Jadhav,9783844397741,100,OmniScriptum GmbH & Co. KG,2011,5,16
3657,Database and Data Communication Systems: A Guide for Managers,Myles E. Walsh,9780835912181,273,Prentice Hall Professional Technical Reference,1983,1,1
3658,Database Transportation,June Loves,9780791065853,32,Chelsea House Publishers,2005,9,1
3659,Professional's Guide to Database Systems Project Management,"Michael F. Rothstein,Burt Rosner",9780471621300,304,Wiley,1990,5,9
3660,Building Database Driven Catalogs,"Sherif Danish,Patrick Gannon",9780070153073,300,"McGraw-Hill Companies, The",1998,5,29
3661,"Database and Expert Systems Applications: 9th International Conference, DEXA'98, Vienna, Austria, August 24-28, 1998, Proceedings","Gerald Quirchmayr,Erich Schweighofer,Trevor J.M. Bench-Capon",9783540649502,1998,Springer Berlin Heidelberg,1998,9,18
3662,Inductive Databases and Constraint-Based Data Mining,Saso Dzeroski,9781489982179,456,Springer New York,2014,11,13
3663,Text Databases: One Database Model and Several Retrieval Languages,Christ-Jan Doedens,9789051837292,314,"Brill Academic Publishers, Inc.",2000,2,29
3664,"Studyguide for Database Systems: Design, Implementation, and Management by Coronel, Carlos, ISBN 9781111969608","Carlos Coronel,Cram101 Textbook Reviews",9781478429319,36,"Content Technologies, Inc.",2013,1,2
3665,Sybase Database Administrator's Handbook,Brian Hitchcock,9780133574777,520,Prentice Hall Professional Technical Reference,1995,11,9
3666,A Distributed Database System,Ahmadzai Wazir Khan,9783659557774,92,OmniScriptum GmbH & Co. KG,2015,2,2
3667,Advances in Intelligent Information and Database Systems,"Ngoc Thanh Nguyen,Radoslaw Katarzyniak",9783642262777,2010,Springer Berlin Heidelberg,2012,4,6
3668,"Databases and Information Systems VIII: Selected Papers from the Eleventh International Baltic Conference, DB&IS 2014","H.-M. Haav,A. Kalja,T. Robal",9781614994572,372,"IOS Press, Incorporated",2014,11,28
3669,"Business Database Technology: An Integrative Approach to Data Resource Management with Practical Project Guides, Presentation Slides, Answer Keys to","Shouhong Wang,Hai Wang",9781612332888,338,Universal-Publishers.com,2013,10,28
3670,"1983 IEEE Computer Society Workshop on Computer Architecture for Pattern Analysis and Image Database Management: Pasadena, California, October 12-14, 1983",IEEE Computer Society Staff,9780818604980,257,IEEE Computer Society Press,1983,1,1
3671,Database Machines,"Arun K. Sood,A. H. Qureshi",9780387171647,570,"Springer-Verlag New York, LLC",1987,1,28
3672,Database Ownership And Copyright Issues Among Automated Library Networks,Janice Franklin,9781567500165,192,"ABC-CLIO, Incorporated",1993,1,1
3673,Drug Metabolism: Databases and High-Throughput Testing During Drug Development,"International Union of Pure and Applied Chemistry,Paul W. Erhardt",9780632053421,352,"Wiley, John & Sons, Incorporated",1999,3,28
3674,"Beyond Databases, Architectures and Structures. Advanced Technologies for Data Mining and Knowledge Discovery: 12th International Conference, BDAS 2016, Ustron, Poland, May 31 - June 3, 2016, Proceedings","Stanislaw Kozielski,Dariusz Mrozek,Pawel Kasprowski,Bozena Malysiak-Mrozek,Daniel Kostrzewa",9783319340982,0,Springer International Publishing,2016,6,6
3675,Beginning ASP.NET Databases using C#,"KAUFFMAN,Matt Butler,Eric Mintz,Fabio Claudio Ferrachiati,Jan Narkewicz",9781861007414,500,Apress,2002,7,15
3676,"Database Theory - ICDT '92: Fourth International Conference, Berlin, Germany, October 1992, Proceedings","J. Biskup,R. Hull",9780387560397,449,"Springer-Verlag New York, LLC",1992,11,28
3677,Microsoft SQL Server Database Design and Optimization: Exam 70-443 and Exam 70-450,Microsoft Official Academic Course,9781118176542,457,Wiley,2011,12,3
3678,Database Developer's Guide with Visual Basic 3.0,Roger Jennings,9780672304408,1130,Sams,1993,12,28
3679,Database Sockets and Web Application Development: Papers and Presentations,Patrick M Benson,9781478175025,266,CreateSpace Publishing,2012,7,29
3680,"Advances in Databases and Information Systems: 11th East European Conference, ADBIS 2007, Varna, Bulgaria, September 29-October 3, 2007, Proceedings","Yannis Ioannidis,Boris Novikov,Boris Rachev",9783540751847,2007,Springer Berlin Heidelberg,2007,10,23
3681,"Microsoft Visual Basic 2005 for Windows, Mobile, Web, Office, and Database Applications: Comprehensive / Edition 1","Gary B. Shelly,Thomas J. Cashman,Corinne Hoisington",9780619254827,1088,Cengage Learning,2006,11,10
3682,"Database Systems for Advanced Applications: 17th International Conference, DASFAA 2012, International Workshops: FlashDB, ITEMS, SNSM, SIM3, DQDI, Busan, South Korea, April 15-18, 2012, Proceedings","Hwanjo Yu,Ge Yu,Wynne Hsu,Yang-Sae Moon,Rainer Unland",9783642290220,2012,Springer Berlin Heidelberg,2012,3,13
3683,Inference Control in Statistical Databases: From Theory to Practice / Edition 1,Josep Domingo-Ferrer,9783540436140,2002,Springer Berlin Heidelberg,2002,5,28
3684,Introduction to Constraint Databases / Edition 1,Peter Revesz,9781441931559,394,Springer New York,2010,12,15
3685,The Structure of the Relational Database Model,"J. Psaedaens,M. Gyssens,P. De Bra,D. Van Gucht",9780387137148,0,"Springer-Verlag New York, LLC",1989,4,1
3686,"The Beilstein Online Database: Implementation, Content, and Retrieval",Stephen R. Heller,9780841218628,176,American Chemical Society,1990,5,5
3687,Manual on the Building of Materials Databases,Crystal H. Newton,9780803120525,105,American Society for Testing & Materials,1993,11,28
3688,Beginning Visual Basic 2005 Databases,Thearon Willis,9780764588945,768,Wiley,2005,11,7
3689,Finding Needles in a Haystack: Keywords for Finding Top Talent in Resume Databases,Wendy S. Enelow,9781928734468,200,WEDDLE's,2008,6,30
3690,Database Design and Development: An Essential Guide for IT Professionals / Edition 1,Paulraj Ponniah,9780471218777,768,Wiley,2003,9,28
3691,Microsoft Access for Windows 95 Step By Step: Learn to Build Great 32 Bit Databases,"Catapult Inc.,Catapult",9781556158766,352,Microsoft Press,1995,12,1
3692,SAT Math Level 2 Database Book DA,John Su,9781514653104,422,CreateSpace Publishing,2015,9,3
3693,Database Systems Engineering / Edition 1,"Nick Ryan,Dan Smith",9781850321156,466,Cengage Learning,1995,1,28
3694,Fuzzy Database Modeling with XML,Zongmin Ma,9780387242484,2005,Springer US,2005,2,10
3695,"Databases in Networked Information Systems: 9th International Workshop, DNIS 2014, Aizu-Wakamatsu, Japan, March 24-26, 2014, Proceedings","Aastha Madaan,Shinji Kikuchi,Subhash Bhalla",9783319056920,2014,Springer International Publishing,2014,3,31
3696,"Databases for Small Business: Essentials of Database Management, Data Analysis, and Staff Training for Entrepreneurs and Professionals",Anna Manning,9781484202784,318,Apress,2015,11,19
3697,Software Solutions for the Successful Actor: Fast-Tracking Your Career with the ActOrganizer Database Program,"Lisa Bansavage,L. E. McCullough,Dan Jacoby",9781575253572,58,"Smith & Kraus, Inc.",2002,8,1
3698,Database Techniques for Librarians: A Primer Using Turbo Pascal,"Andrew H. Bullen,Charles H. Davis",9780816119684,256,Cengage Gale,1993,6,1
3699,Systems Design in a Database Environment,"Kenneth S. Brathwaite,Kenmore S. Brathwaite",9780070072503,320,"McGraw-Hill Companies, The",1989,5,1
3700,Physical Database Design for SYBASE SQL Server,"Sybase Worldwide Professional Services G,Jean Tabaka,Dean Muench",9780131615236,256,Prentice Hall Professional Technical Reference,1994,10,28
3701,Demystifying Databases: A Hands-on Guide to Database Management,Shiva Sukula,9788170005346,296,Ess Ess Publications,2008,10,1
3702,"Professional Database Development Using DBase III Plus, Clipper and Fox Base",Philip Steele,9780673383594,284,Addison Wesley School,1989,1,1
3703,WordNet: An Electronic Lexical Database,"Christiane Fellbaum,George Miller",9780262061971,449,MIT Press,1998,5,15
3704,"Perspectives in Artificial Intelligence: Machine Translation, Nlp, Databases and Computer-Aided Instruction","J. A. Campbell,J. Cuena",9780470214350,211,Prentice Hall Professional Technical Reference,1989,4,1
3705,Knowledge Engineering: Unifying Knowledge Base and Database Design / Edition 1,John K. Debenham,9783642720369,466,Springer Berlin Heidelberg,2011,12,13
3706,Database Support for Software Engineering,A. W. Brown,9780470216378,194,Wiley,1989,11,17
3707,Beginning C# 2008 Databases: From Novice to Professional / Edition 1,"Syed Fahad Gilani,Vidya Vrat Agarwal,Jon Reid,Ranga Raghuram,James Huddleston",9781590599006,482,Apress,2008,1,15
3708,"Database and XML Technologies: 7th International XML Database Symposium, XSym 2010, Singapore, September 17, 2010, Proceedings / Edition 1","Mong Li Lee,Jeffrey Xu Yu,Zohra Bellahsene,Rainer Unland",9783642156830,2010,Springer Berlin Heidelberg,2010,10,8
3709,"Advances in Databases and Information Systems: 20th East European Conference, ADBIS 2016, Prague, Czech Republic, August 28-31, 2016, Proceedings",Jaroslav Pokorn,9783319440385,0,Springer International Publishing,2016,8,31
3710,Active Rules in Database Systems,Norman W. Paton,9781461264484,439,Springer New York,2013,12,31
3711,Indexing Techniques for Advanced Database Systems / Edition 1,Elisa Bertino,9780792399858,1997,Springer US,1997,8,31
3712,Database Design Fundamentals,Michael J. Hernandez,9781880935361,62,"Pinnacle Publishing, Incorporated",1995,8,28
3713,Java Database Best Practices,"George Reese,Brett McLaughlin",9780596005221,288,"O'Reilly Media, Incorporated",2003,5,21
3714,Guide to Database Distribution: Legal Aspects and Model Contracts,"Joseph Bremner,Peggy Miller",9780942308228,100,NFAIS,1987,1,1
3715,Running Databases on the Internet with Cold Fusion 3,John Burke,9780079130921,480,"McGraw-Hill Companies, The",1997,12,1
